"","1","2","3","4","5","6","7","8","9","10"
"1",-0.0156375543805077,-0.00786847735875506,-0.016175958956064,-0.0182126754210562,-0.012188709897053,-0.012258934349516,-0.0129655644234077,-0.0115538186008835,-0.0117501340255545,-0.0122008412149713
"2",-0.01880655254674,-0.0120100355836774,-0.0231156540987,-0.0225002859173313,-0.0166091040254361,-0.0169517286890682,-0.0164558883188957,-0.016491223257774,-0.0149500320846324,-0.0154955226819332
"3",-0.0158187548786754,-0.00658019725463345,-0.017129438022104,-0.0181947465536999,-0.0136952193798369,-0.0132770787429657,-0.0123861870454038,-0.012093103779615,-0.0137298166816654,-0.0139312589041937
"4",-0.00961523235699408,-0.00248801630386813,-0.0126054679607843,-0.0220924510490575,-0.0177361292758216,-0.0157411868296024,-0.0150625968949431,-0.0133298923016112,-0.0148609312951912,-0.0146271705107212
"5",-0.0233977280012015,-0.017751589184438,-0.025675379481078,-0.0359785208524103,-0.0303967772484444,-0.027624959595986,-0.026993412720132,-0.01615987340203,-0.0172572421631073,-0.0168803045990595
"6",-0.01985224428826,-0.0158167431528437,-0.0199307454754885,-0.0261304824739108,-0.0214752717949384,-0.0192200440509363,-0.0190448901060488,-0.0101134741302851,-0.0105943773874591,-0.00898262141796807
"7",-0.0231146500697744,-0.0154033219427024,-0.0188780523735694,-0.0255773163633156,-0.0239579709564733,-0.0209552908634038,-0.0220452444558004,-0.0126719108707695,-0.0129634198993021,-0.0109306447076451
"8",-0.0238394097519576,-0.0135528046373573,-0.0128183178801139,-0.0209281747290718,-0.0209862949222336,-0.0183341406147288,-0.0205142129732166,-0.0128640200762465,-0.0131524540638401,-0.0114116119637035
"9",-0.0285631966990694,-0.0214181670932375,-0.018209219907644,-0.0259987636347141,-0.0258410201166935,-0.0204538321457115,-0.0225487225494683,-0.015380953845167,-0.0156172762923498,-0.0129362888650747
"10",-0.0337842166771438,-0.028602818229233,-0.0246144334446347,-0.0321748080444475,-0.031752630472071,-0.0259503602899013,-0.0286576243449121,-0.020776778851126,-0.0208985657092762,-0.0173903609177214
