,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200
100,NA,-5.55E-07,-1.42E-06,-1.53E-06,-5.98E-08,-3.45E-08,-4.64E-08,5.53E-07,7.13E-07,5.03E-07,9.76E-07,1.40E-06,1.30E-06,7.55E-07,9.19E-08,9.96E-07,1.64E-07,2.41E-07,-2.44E-07,3.62E-07,-2.01E-07
105,NA,NA,-8.78E-07,-1.04E-07,1.08E-06,4.97E-07,8.40E-07,6.24E-07,9.81E-07,5.22E-07,9.47E-07,1.21E-06,1.18E-06,9.10E-07,4.42E-07,3.99E-07,1.23E-07,6.24E-07,-1.56E-07,1.55E-07,2.50E-07
110,NA,NA,NA,-3.90E-07,1.39E-06,3.40E-07,4.06E-07,3.26E-07,4.23E-07,9.14E-07,1.23E-06,1.65E-06,9.49E-07,4.67E-07,7.27E-07,6.07E-07,1.98E-07,1.96E-07,-5.41E-08,-2.71E-07,-5.56E-07
115,NA,NA,NA,NA,1.90E-06,6.77E-07,2.07E-07,6.12E-07,6.55E-07,8.71E-07,1.49E-06,7.09E-07,-4.15E-08,8.69E-07,1.06E-06,3.30E-07,-1.63E-07,1.28E-07,-7.06E-08,-9.09E-08,-5.54E-07
120,NA,NA,NA,NA,NA,-3.19E-07,3.56E-07,-3.96E-07,2.39E-07,7.38E-07,5.13E-07,8.73E-07,7.16E-07,6.83E-07,-4.10E-07,2.58E-08,-1.80E-07,-7.86E-07,-1.07E-07,-8.32E-07,-9.60E-07
125,NA,NA,NA,NA,NA,NA,-4.42E-07,5.31E-07,-6.34E-08,6.49E-07,9.08E-08,2.11E-07,-3.97E-08,2.02E-07,-4.94E-07,-3.34E-07,-5.30E-07,-8.13E-07,-8.32E-07,-1.08E-06,-1.24E-06
130,NA,NA,NA,NA,NA,NA,NA,3.81E-07,-6.53E-07,1.63E-07,-4.07E-07,-1.63E-07,-1.12E-07,5.37E-07,-6.57E-07,-8.11E-07,-8.07E-07,-1.69E-06,-1.66E-06,-1.43E-06,-1.36E-06
135,NA,NA,NA,NA,NA,NA,NA,NA,1.16E-07,-1.63E-08,6.76E-07,5.60E-07,2.37E-07,-2.88E-07,-1.01E-06,-1.36E-06,-1.33E-06,-1.93E-06,-2.12E-06,-1.21E-06,-1.16E-06
140,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.40E-07,7.78E-08,2.14E-08,1.67E-07,-4.40E-07,-1.33E-06,-1.57E-06,-1.97E-06,-1.78E-06,-1.89E-06,-1.18E-06,-1.03E-06
145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11E-07,-1.43E-06,-3.18E-07,-1.15E-06,-2.29E-06,-2.59E-06,-1.63E-06,-1.91E-06,-1.74E-06,-1.30E-06,-1.33E-06
150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.89E-07,1.26E-07,-7.22E-07,-2.34E-06,-2.77E-06,-1.97E-06,-2.27E-06,-2.32E-06,-1.66E-06,-2.03E-06
155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.00E-07,-9.05E-07,-2.31E-06,-2.83E-06,-2.49E-06,-2.37E-06,-2.14E-06,-2.10E-06,-1.94E-06
160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24E-06,-3.29E-06,-2.98E-06,-2.45E-06,-2.36E-06,-2.21E-06,-1.64E-06,-2.39E-06
165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.14E-06,-3.56E-06,-2.71E-06,-2.01E-06,-2.44E-06,-1.82E-06,-2.50E-06
170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85E-06,-1.55E-06,-2.03E-06,-1.93E-06,-1.90E-06,-2.82E-06
175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54E-06,-2.52E-06,-2.20E-06,-1.43E-06,-1.92E-06
180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.61E-06,-2.52E-06,-1.89E-06,-2.37E-06
185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46E-06,-1.27E-06,-1.76E-06
190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.30E-06,-2.32E-06
195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.84E-06
200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
