"","1","2","3","4","5","6","7","8","9","10"
"1",0.283251231527094,0.286689419795222,0.257028112449799,0.262910798122066,0.269230769230769,0.272727272727273,0.275862068965517,0.257575757575758,0.264,0.241666666666667
"2",0.275862068965517,0.287671232876712,0.252577319587629,0.261904761904762,0.268965517241379,0.242424242424242,0.25,0.233644859813084,0.237623762376238,0.247422680412371
"3",0.266375545851528,0.267045454545455,0.259259259259259,0.267605633802817,0.266129032258065,0.267857142857143,0.285714285714286,0.277777777777778,0.264367816091954,0.27710843373494
"4",0.265625,0.287671232876712,0.272058823529412,0.25,0.247706422018349,0.252525252525253,0.284090909090909,0.283950617283951,0.269230769230769,0.297297297297297
"5",0.273809523809524,0.295454545454545,0.282258064516129,0.252173913043478,0.245098039215686,0.234042553191489,0.261904761904762,0.269230769230769,0.266666666666667,0.295774647887324
"6",0.281879194630872,0.307692307692308,0.311926605504587,0.28,0.269662921348315,0.25609756097561,0.287671232876712,0.289855072463768,0.303030303030303,0.338709677419355
"7",0.28030303030303,0.297029702970297,0.305263157894737,0.266666666666667,0.268292682926829,0.246753246753247,0.271428571428571,0.272727272727273,0.285714285714286,0.322033898305085
"8",0.254098360655738,0.285714285714286,0.282352941176471,0.283950617283951,0.28,0.253521126760563,0.276923076923077,0.274193548387097,0.305084745762712,0.339285714285714
"9",0.236842105263158,0.275862068965517,0.271604938271605,0.272727272727273,0.267605633802817,0.253731343283582,0.278688524590164,0.288135593220339,0.321428571428571,0.358490566037736
"10",0.227272727272727,0.255813953488372,0.2625,0.263157894736842,0.257142857142857,0.242424242424242,0.245901639344262,0.254237288135593,0.285714285714286,0.320754716981132
